day_type,bigger_id,c_users,geo
niedziela,X383Y563,1,"POLYGON((16.9174637005903 52.3341025982934, 16.9176748186521 52.3296089962908, 16.9213421383005 52.3296736022906, 16.9250094718146 52.3297380945132, 16.9247990960785 52.3342317173175, 16.9174637005903 52.3341025982934))"
dzien_roboczy,X383Y563,1,"POLYGON((16.9174637005903 52.3341025982934, 16.9176748186521 52.3296089962908, 16.9213421383005 52.3296736022906, 16.9250094718146 52.3297380945132, 16.9247990960785 52.3342317173175, 16.9174637005903 52.3341025982934))"
sobota,X386Y536,4,"POLYGON((16.9411648233593 52.4559443111675, 16.9338091439831 52.4558160004345, 16.9340195266575 52.4513224450004, 16.9413744583592 52.4514507350387, 16.9411648233593 52.4559443111675))"
niedziela,X386Y536,4,"POLYGON((16.9411648233593 52.4559443111675, 16.9338091439831 52.4558160004345, 16.9340195266575 52.4513224450004, 16.9413744583592 52.4514507350387, 16.9411648233593 52.4559443111675))"
dzien_roboczy,X386Y536,3,"POLYGON((16.9411648233593 52.4559443111675, 16.9338091439831 52.4558160004345, 16.9340195266575 52.4513224450004, 16.9413744583592 52.4514507350387, 16.9411648233593 52.4559443111675))"
sobota,X378Y540,2,"POLYGON((16.8831830760886 52.4369313662029, 16.8765660567772 52.4368126921733, 16.8758308352563 52.4367994833286, 16.8760469704455 52.4323060798513, 16.883398464548 52.4324379414592, 16.8831830760886 52.4369313662029))"
niedziela,X378Y540,3,"POLYGON((16.8831830760886 52.4369313662029, 16.8765660567772 52.4368126921733, 16.8758308352563 52.4367994833286, 16.8760469704455 52.4323060798513, 16.883398464548 52.4324379414592, 16.8831830760886 52.4369313662029))"
dzien_roboczy,X378Y540,1,"POLYGON((16.8831830760886 52.4369313662029, 16.8765660567772 52.4368126921733, 16.8758308352563 52.4367994833286, 16.8760469704455 52.4323060798513, 16.883398464548 52.4324379414592, 16.8831830760886 52.4369313662029))"
sobota,X378Y553,10,"POLYGON((16.8861933532919 52.3740230505173, 16.8859787016337 52.3785165280123, 16.8786361529814 52.3783849212652, 16.8788515488203 52.3738914649807, 16.8861933532919 52.3740230505173))"
niedziela,X378Y553,9,"POLYGON((16.8861933532919 52.3740230505173, 16.8859787016337 52.3785165280123, 16.8786361529814 52.3783849212652, 16.8788515488203 52.3738914649807, 16.8861933532919 52.3740230505173))"
dzien_roboczy,X378Y553,6,"POLYGON((16.8861933532919 52.3740230505173, 16.8859787016337 52.3785165280123, 16.8786361529814 52.3783849212652, 16.8788515488203 52.3738914649807, 16.8861933532919 52.3740230505173))"
sobota,X365Y537,8,"POLYGON((16.7871580816254 52.4441675315218, 16.7869778683476 52.4477620360103, 16.7869328090856 52.4486606617209, 16.7795790841792 52.448522774061, 16.7798051037726 52.4440296660974, 16.7871580816254 52.4441675315218))"
niedziela,X365Y537,7,"POLYGON((16.7871580816254 52.4441675315218, 16.7869778683476 52.4477620360103, 16.7869328090856 52.4486606617209, 16.7795790841792 52.448522774061, 16.7798051037726 52.4440296660974, 16.7871580816254 52.4441675315218))"
dzien_roboczy,X365Y537,7,"POLYGON((16.7871580816254 52.4441675315218, 16.7869778683476 52.4477620360103, 16.7869328090856 52.4486606617209, 16.7795790841792 52.448522774061, 16.7798051037726 52.4440296660974, 16.7871580816254 52.4441675315218))"
sobota,X382Y541,82,"POLYGON((16.9130173522892 52.4284673070925, 16.912805006958 52.4329608202074, 16.9054532868485 52.4328307856889, 16.9056450721267 52.4287866429387, 16.9056663787924 52.4283372935419, 16.9130173522892 52.4284673070925))"
niedziela,X382Y541,85,"POLYGON((16.9130173522892 52.4284673070925, 16.912805006958 52.4329608202074, 16.9054532868485 52.4328307856889, 16.9056450721267 52.4287866429387, 16.9056663787924 52.4283372935419, 16.9130173522892 52.4284673070925))"
dzien_roboczy,X382Y541,73,"POLYGON((16.9130173522892 52.4284673070925, 16.912805006958 52.4329608202074, 16.9054532868485 52.4328307856889, 16.9056450721267 52.4287866429387, 16.9056663787924 52.4283372935419, 16.9130173522892 52.4284673070925))"
sobota,X393Y557,22,"POLYGON((16.9927367058659 52.3578921994392, 16.9971405059438 52.357966945097, 16.9969372336363 52.362460747925, 16.9895968338777 52.3623360606096, 16.9898008498737 52.3578422778754, 16.9927367058659 52.3578921994392))"
niedziela,X393Y557,15,"POLYGON((16.9927367058659 52.3578921994392, 16.9971405059438 52.357966945097, 16.9969372336363 52.362460747925, 16.9895968338777 52.3623360606096, 16.9898008498737 52.3578422778754, 16.9927367058659 52.3578921994392))"
dzien_roboczy,X393Y557,19,"POLYGON((16.9927367058659 52.3578921994392, 16.9971405059438 52.357966945097, 16.9969372336363 52.362460747925, 16.9895968338777 52.3623360606096, 16.9898008498737 52.3578422778754, 16.9927367058659 52.3578921994392))"
sobota,X383Y540,71,"POLYGON((16.919945128565 52.4375839279058, 16.9125926056163 52.4374543292811, 16.912805006958 52.4329608202074, 16.9201567830778 52.4330903979334, 16.919945128565 52.4375839279058))"
niedziela,X383Y540,65,"POLYGON((16.919945128565 52.4375839279058, 16.9125926056163 52.4374543292811, 16.912805006958 52.4329608202074, 16.9201567830778 52.4330903979334, 16.919945128565 52.4375839279058))"
dzien_roboczy,X383Y540,55,"POLYGON((16.919945128565 52.4375839279058, 16.9125926056163 52.4374543292811, 16.912805006958 52.4329608202074, 16.9201567830778 52.4330903979334, 16.919945128565 52.4375839279058))"
sobota,X400Y559,18,"POLYGON((17.048915561737 52.3498389628266, 17.0487176000705 52.3543329121908, 17.0413783170346 52.3542114541134, 17.0415770221285 52.3497175243218, 17.048915561737 52.3498389628266))"
niedziela,X400Y559,19,"POLYGON((17.048915561737 52.3498389628266, 17.0487176000705 52.3543329121908, 17.0413783170346 52.3542114541134, 17.0415770221285 52.3497175243218, 17.048915561737 52.3498389628266))"
dzien_roboczy,X400Y559,17,"POLYGON((17.048915561737 52.3498389628266, 17.0487176000705 52.3543329121908, 17.0413783170346 52.3542114541134, 17.0415770221285 52.3497175243218, 17.048915561737 52.3498389628266))"
sobota,X396Y554,1,"POLYGON((17.0110125199675 52.3761902599064, 17.0112144643639 52.3716964290704, 17.0185565122512 52.3718197890131, 17.0184760385859 52.3736173297797, 17.0183553121862 52.3763136397349, 17.0110125199675 52.3761902599064))"
niedziela,X396Y554,1,"POLYGON((17.0110125199675 52.3761902599064, 17.0112144643639 52.3716964290704, 17.0185565122512 52.3718197890131, 17.0184760385859 52.3736173297797, 17.0183553121862 52.3763136397349, 17.0110125199675 52.3761902599064))"
dzien_roboczy,X396Y554,1,"POLYGON((17.0110125199675 52.3761902599064, 17.0112144643639 52.3716964290704, 17.0185565122512 52.3718197890131, 17.0184760385859 52.3736173297797, 17.0183553121862 52.3763136397349, 17.0110125199675 52.3761902599064))"
sobota,X383Y539,94,"POLYGON((16.9125926056163 52.4374543292811, 16.919945128565 52.4375839279058, 16.9197334182187 52.4420774538411, 16.9167921035157 52.4420256608633, 16.9123801482446 52.4419478343135, 16.9125926056163 52.4374543292811))"
niedziela,X383Y539,52,"POLYGON((16.9125926056163 52.4374543292811, 16.919945128565 52.4375839279058, 16.9197334182187 52.4420774538411, 16.9167921035157 52.4420256608633, 16.9123801482446 52.4419478343135, 16.9125926056163 52.4374543292811))"
dzien_roboczy,X383Y539,60,"POLYGON((16.9125926056163 52.4374543292811, 16.919945128565 52.4375839279058, 16.9197334182187 52.4420774538411, 16.9167921035157 52.4420256608633, 16.9123801482446 52.4419478343135, 16.9125926056163 52.4374543292811))"
sobota,X399Y551,2,"POLYGON((17.0326414748913 52.3855468001694, 17.0399859149308 52.3856688514807, 17.0397867906316 52.3901627495077, 17.0339106384122 52.3900651292113, 17.0324416056175 52.3900406785188, 17.0326414748913 52.3855468001694))"
niedziela,X399Y551,3,"POLYGON((17.0326414748913 52.3855468001694, 17.0399859149308 52.3856688514807, 17.0397867906316 52.3901627495077, 17.0339106384122 52.3900651292113, 17.0324416056175 52.3900406785188, 17.0326414748913 52.3855468001694))"
dzien_roboczy,X399Y551,3,"POLYGON((17.0326414748913 52.3855468001694, 17.0399859149308 52.3856688514807, 17.0397867906316 52.3901627495077, 17.0339106384122 52.3900651292113, 17.0324416056175 52.3900406785188, 17.0326414748913 52.3855468001694))"
sobota,X392Y539,2,"POLYGON((16.9859153377715 52.4432234660067, 16.9785615722008 52.4430979592897, 16.9787673056431 52.4386042687801, 16.9861203240143 52.4387297552564, 16.9859153377715 52.4432234660067))"
niedziela,X392Y539,2,"POLYGON((16.9859153377715 52.4432234660067, 16.9785615722008 52.4430979592897, 16.9787673056431 52.4386042687801, 16.9861203240143 52.4387297552564, 16.9859153377715 52.4432234660067))"
dzien_roboczy,X392Y539,2,"POLYGON((16.9859153377715 52.4432234660067, 16.9785615722008 52.4430979592897, 16.9787673056431 52.4386042687801, 16.9861203240143 52.4387297552564, 16.9859153377715 52.4432234660067))"
sobota,X397Y560,38,"POLYGON((17.026900100061 52.3494732807343, 17.0195617179928 52.3493504756665, 17.0197626003544 52.3448566010501, 17.0256327072461 52.3449548657085, 17.0271002392458 52.3449793863293, 17.026900100061 52.3494732807343))"
niedziela,X397Y560,33,"POLYGON((17.026900100061 52.3494732807343, 17.0195617179928 52.3493504756665, 17.0197626003544 52.3448566010501, 17.0256327072461 52.3449548657085, 17.0271002392458 52.3449793863293, 17.026900100061 52.3494732807343))"
dzien_roboczy,X397Y560,34,"POLYGON((17.026900100061 52.3494732807343, 17.0195617179928 52.3493504756665, 17.0197626003544 52.3448566010501, 17.0256327072461 52.3449548657085, 17.0271002392458 52.3449793863293, 17.026900100061 52.3494732807343))"
sobota,X383Y541,127,"POLYGON((16.912805006958 52.4329608202074, 16.9130173522892 52.4284673070925, 16.9203683817768 52.4285968639241, 16.9201991072821 52.4321916914545, 16.9201567830778 52.4330903979334, 16.912805006958 52.4329608202074))"
niedziela,X383Y541,129,"POLYGON((16.912805006958 52.4329608202074, 16.9130173522892 52.4284673070925, 16.9203683817768 52.4285968639241, 16.9201991072821 52.4321916914545, 16.9201567830778 52.4330903979334, 16.912805006958 52.4329608202074))"
dzien_roboczy,X383Y541,102,"POLYGON((16.912805006958 52.4329608202074, 16.9130173522892 52.4284673070925, 16.9203683817768 52.4285968639241, 16.9201991072821 52.4321916914545, 16.9201567830778 52.4330903979334, 16.912805006958 52.4329608202074))"
sobota,X394Y552,7,"POLYGON((16.9961236087539 52.3804359192909, 17.0034670388439 52.3805602310255, 17.0032642433019 52.3850540339208, 17.0003265669673 52.3850043559396, 16.9959200685262 52.3849297021456, 16.9961236087539 52.3804359192909))"
niedziela,X394Y552,12,"POLYGON((16.9961236087539 52.3804359192909, 17.0034670388439 52.3805602310255, 17.0032642433019 52.3850540339208, 17.0003265669673 52.3850043559396, 16.9959200685262 52.3849297021456, 16.9961236087539 52.3804359192909))"
dzien_roboczy,X394Y552,4,"POLYGON((16.9961236087539 52.3804359192909, 17.0034670388439 52.3805602310255, 17.0032642433019 52.3850540339208, 17.0003265669673 52.3850043559396, 16.9959200685262 52.3849297021456, 16.9961236087539 52.3804359192909))"
sobota,X397Y546,26,"POLYGON((17.0198846443551 52.4078197631201, 17.0242934874236 52.4078935459538, 17.024092608631 52.4123873846578, 17.0167438015429 52.4122643021311, 17.0169454262536 52.4077704832717, 17.0198846443551 52.4078197631201))"
niedziela,X397Y546,24,"POLYGON((17.0198846443551 52.4078197631201, 17.0242934874236 52.4078935459538, 17.024092608631 52.4123873846578, 17.0167438015429 52.4122643021311, 17.0169454262536 52.4077704832717, 17.0198846443551 52.4078197631201))"
dzien_roboczy,X397Y546,24,"POLYGON((17.0198846443551 52.4078197631201, 17.0242934874236 52.4078935459538, 17.024092608631 52.4123873846578, 17.0167438015429 52.4122643021311, 17.0169454262536 52.4077704832717, 17.0198846443551 52.4078197631201))"
sobota,X390Y558,2,"POLYGON((16.9677822047841 52.3574655425079, 16.9679883974226 52.3529718164842, 16.9731255173483 52.3530600739438, 16.9753271483006 52.3530978302398, 16.9751216990984 52.3575915765732, 16.9677822047841 52.3574655425079))"
niedziela,X390Y558,1,"POLYGON((16.9677822047841 52.3574655425079, 16.9679883974226 52.3529718164842, 16.9731255173483 52.3530600739438, 16.9753271483006 52.3530978302398, 16.9751216990984 52.3575915765732, 16.9677822047841 52.3574655425079))"
dzien_roboczy,X390Y558,1,"POLYGON((16.9677822047841 52.3574655425079, 16.9679883974226 52.3529718164842, 16.9731255173483 52.3530600739438, 16.9753271483006 52.3530978302398, 16.9751216990984 52.3575915765732, 16.9677822047841 52.3574655425079))"
sobota,X373Y535,2,"POLYGON((16.8453259670933 52.4587339108364, 16.8379702771977 52.4585996356793, 16.8381904359158 52.4541063600597, 16.8403969125117 52.4541466841038, 16.8455453781993 52.4542406135609, 16.8453259670933 52.4587339108364))"
niedziela,X373Y535,4,"POLYGON((16.8453259670933 52.4587339108364, 16.8379702771977 52.4585996356793, 16.8381904359158 52.4541063600597, 16.8403969125117 52.4541466841038, 16.8455453781993 52.4542406135609, 16.8453259670933 52.4587339108364))"
dzien_roboczy,X373Y535,2,"POLYGON((16.8453259670933 52.4587339108364, 16.8379702771977 52.4585996356793, 16.8381904359158 52.4541063600597, 16.8403969125117 52.4541466841038, 16.8455453781993 52.4542406135609, 16.8453259670933 52.4587339108364))"
sobota,X374Y541,38,"POLYGON((16.8466415659296 52.4317740659793, 16.846860630058 52.4272807442228, 16.8534760941136 52.4274010650826, 16.8542111485571 52.4274144112344, 16.8539928308815 52.4319077545471, 16.8466415659296 52.4317740659793))"
niedziela,X374Y541,41,"POLYGON((16.8466415659296 52.4317740659793, 16.846860630058 52.4272807442228, 16.8534760941136 52.4274010650826, 16.8542111485571 52.4274144112344, 16.8539928308815 52.4319077545471, 16.8466415659296 52.4317740659793))"
dzien_roboczy,X374Y541,32,"POLYGON((16.8466415659296 52.4317740659793, 16.846860630058 52.4272807442228, 16.8534760941136 52.4274010650826, 16.8542111485571 52.4274144112344, 16.8539928308815 52.4319077545471, 16.8466415659296 52.4317740659793))"
sobota,X395Y540,4,"POLYGON((17.0083823937796 52.4346096979709, 17.0081797027226 52.439103472989, 17.0008265227507 52.4389793573686, 17.0010299608673 52.4344856023662, 17.0083823937796 52.4346096979709))"
niedziela,X395Y540,2,"POLYGON((17.0083823937796 52.4346096979709, 17.0081797027226 52.439103472989, 17.0008265227507 52.4389793573686, 17.0010299608673 52.4344856023662, 17.0083823937796 52.4346096979709))"
dzien_roboczy,X395Y540,8,"POLYGON((17.0083823937796 52.4346096979709, 17.0081797027226 52.439103472989, 17.0008265227507 52.4389793573686, 17.0010299608673 52.4344856023662, 17.0083823937796 52.4346096979709))"
sobota,X384Y555,4,"POLYGON((16.9240589768441 52.3656998653649, 16.9306655668182 52.3658157730075, 16.9304554913672 52.3703093842888, 16.9231140947054 52.3701805544721, 16.9233249140638 52.3656869639529, 16.9240589768441 52.3656998653649))"
niedziela,X384Y555,3,"POLYGON((16.9240589768441 52.3656998653649, 16.9306655668182 52.3658157730075, 16.9304554913672 52.3703093842888, 16.9231140947054 52.3701805544721, 16.9233249140638 52.3656869639529, 16.9240589768441 52.3656998653649))"
dzien_roboczy,X384Y555,3,"POLYGON((16.9240589768441 52.3656998653649, 16.9306655668182 52.3658157730075, 16.9304554913672 52.3703093842888, 16.9231140947054 52.3701805544721, 16.9233249140638 52.3656869639529, 16.9240589768441 52.3656998653649))"
sobota,X395Y560,8,"POLYGON((17.0087562412389 52.3446715691972, 17.0124250143486 52.3447333603381, 17.0122233888287 52.3492272150928, 17.0048851127641 52.3491034990206, 17.0050874814238 52.344609664201, 17.0087562412389 52.3446715691972))"
niedziela,X395Y560,6,"POLYGON((17.0087562412389 52.3446715691972, 17.0124250143486 52.3447333603381, 17.0122233888287 52.3492272150928, 17.0048851127641 52.3491034990206, 17.0050874814238 52.344609664201, 17.0087562412389 52.3446715691972))"
dzien_roboczy,X395Y560,9,"POLYGON((17.0087562412389 52.3446715691972, 17.0124250143486 52.3447333603381, 17.0122233888287 52.3492272150928, 17.0048851127641 52.3491034990206, 17.0050874814238 52.344609664201, 17.0087562412389 52.3446715691972))"
sobota,X381Y552,17,"POLYGON((16.9080066861545 52.3789086129475, 16.9077942111864 52.3834021495894, 16.9004507490121 52.3832718895086, 16.9006639684159 52.3787783738614, 16.9080066861545 52.3789086129475))"
niedziela,X381Y552,12,"POLYGON((16.9080066861545 52.3789086129475, 16.9077942111864 52.3834021495894, 16.9004507490121 52.3832718895086, 16.9006639684159 52.3787783738614, 16.9080066861545 52.3789086129475))"
dzien_roboczy,X381Y552,13,"POLYGON((16.9080066861545 52.3789086129475, 16.9077942111864 52.3834021495894, 16.9004507490121 52.3832718895086, 16.9006639684159 52.3787783738614, 16.9080066861545 52.3789086129475))"
sobota,X374Y555,9,"POLYGON((16.849921472422 52.3643738112854, 16.8572615611712 52.3645071769689, 16.8570440475302 52.3690005773307, 16.8541077076597 52.3689472771428, 16.8497032150713 52.3688671901521, 16.849921472422 52.3643738112854))"
niedziela,X374Y555,10,"POLYGON((16.849921472422 52.3643738112854, 16.8572615611712 52.3645071769689, 16.8570440475302 52.3690005773307, 16.8541077076597 52.3689472771428, 16.8497032150713 52.3688671901521, 16.849921472422 52.3643738112854))"
dzien_roboczy,X374Y555,7,"POLYGON((16.849921472422 52.3643738112854, 16.8572615611712 52.3645071769689, 16.8570440475302 52.3690005773307, 16.8541077076597 52.3689472771428, 16.8497032150713 52.3688671901521, 16.849921472422 52.3643738112854))"
sobota,X378Y551,100,"POLYGON((16.8857639934177 52.38301000145, 16.885549228624 52.3875034708303, 16.8782051910232 52.3873718216494, 16.878312952804 52.3851250980765, 16.8784207003889 52.3828783734882, 16.8857639934177 52.38301000145))"
niedziela,X378Y551,104,"POLYGON((16.8857639934177 52.38301000145, 16.885549228624 52.3875034708303, 16.8782051910232 52.3873718216494, 16.878312952804 52.3851250980765, 16.8784207003889 52.3828783734882, 16.8857639934177 52.38301000145))"
